Restaurant ID,Restaurant name,Subzone,City,Order ID,Order Placed At,OrderTime,OrderDate,Order Status,Delivery,Distance,DistanceKM,Items in order,Item_Count,Instructions,Discount construct,Bill subtotal,Packaging charges,Restaurant discount (Promo),"Restaurant discount (Flat offs, Freebies & others)",Gold discount,Brand pack discount,Total,Rating,Review,Cancellation / Rejection reason,Restaurant compensation (Cancellation),Restaurant penalty (Rejection),KPT duration (minutes),Rider wait time (minutes),Order Ready Marked,Customer complaint tag,Customer ID,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6197938829,"10:02 PM, September 20 2024",10:02 PM, September 20 2024,Delivered,Zomato Delivery,3km,3,"1 x Bone in Peri Peri Grilled Chicken, 2 x Grilled Chicken Peri Peri Tangdi",,,Flat Rs.175 off,1120,47.25,175,0,0,0,992.25,,,,,,17,1.9,Correctly,,c062c9b81474d640994677faa2e38fa448cfed2318b610b1501b0de161366f8c,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6189434836,"09:14 PM, September 20 2024",9:14 PM, September 20 2024,Delivered,Zomato Delivery,1km,1,"1 x Grilled Chicken Smoky BBQ Tender, 1 x Grilled Chicken Angara Tangdi",,,,715,35.75,0,0,0,0,750.75,,,,,,16.13,0.6,Correctly,,5186c16a77d2c50d8f1d4ba05a1006b5a90f9186f21c775e6b771b704cb13228,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6199196729,"09:13 PM, September 20 2024",9:13 PM, September 20 2024,Delivered,Zomato Delivery,4km,4,1 x Fried Chicken Peri Peri Tender,,,Flat Rs.80 off,325,12.25,80,0,0,0,257.25,,,,,,12.25,1.2,Correctly,,814c2ca112462ea44c9bcdd5cf2877156b6e0951c50745e810dc0a281daa760a,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6189771104,"08:25 PM, September 20 2024",8:25 PM, September 20 2024,Delivered,Zomato Delivery,2km,2,1 x Grilled Chicken Ghostbuster Tangdi,,,50% off upto Rs.100,515,20.75,100,0,0,0,435.75,,,,,,14.9,1.9,Correctly,,55eea9d31bbf53b0ee0abe79970751295a5a956e7f62f1e83c687533fffcbe04,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6198674266,"08:09 PM, September 20 2024",8:09 PM, September 20 2024,Delivered,Zomato Delivery,5km,5,1 x Bone in Jamaican Grilled Chicken,,,Flat Rs.175 off,1155,49,175,0,0,0,1029,,,,,,21.57,1,Correctly,,bbec1df0a9d544bc670ccc97d2670b84d57d01655124ebeedc04858f1a48886c,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6188686132,"07:43 PM, September 20 2024",7:43 PM, September 20 2024,Delivered,Zomato Delivery,4km,4,1 x Fried Chicken Classic Tender,,,50% off upto Rs.100,325,11.25,100,0,0,0,236.25,,,,,,13.07,1.4,Correctly,,7cda886d34f1babcc03b32f8259e2e5a0f0db8bdc3753bed7edb8ce458515624,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6192888920,"07:40 PM, September 20 2024",7:40 PM, September 20 2024,Delivered,Zomato Delivery,2km,2,"1 x AAC Signature Fries, 1 x Bone in Smoky Bbq Grilled Chicken, 1 x Grilled Chicken Smoky BBQ Tender",,,Flat Rs.175 off,1204,51.45,175,0,0,0,1080.45,,,,,,22.32,10.2,Correctly,,aa3a4ced65e45817f46709a84eb9bea7787112ec53828725d4024bd01029a2f0,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6180420396,"07:26 PM, September 20 2024",7:26 PM, September 20 2024,Delivered,Zomato Delivery,5km,5,"1 x Bone in Peri Peri Grilled Chicken, 1 x Fried Chicken Ghostbuster Tender, 1 x Peri Peri Fries, 1 x Bone in Angara Grilled Chicken",,,Flat Rs.175 off,1684,75.45,175,0,0,0,1584.45,,,,,,26.88,10.7,Correctly,,057d730ed0a3375de69e7a52622a5cda123cfa526e12fd4122c504fbf81f2c8a,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6189999343,"06:39 PM, September 20 2024",6:39 PM, September 20 2024,Delivered,Zomato Delivery,1km,1,1 x Grilled Chicken Peri Peri Tender,,,40% off upto Rs.80,435,17.75,80,0,0,0,372.75,,,,,,12.38,5.5,Correctly,,ee6fb2d9c4a1140d3117aab225504d47496f7b19273832cd4348dcc3225a663b,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6196979917,"06:31 PM, September 20 2024",6:31 PM, September 20 2024,Delivered,Zomato Delivery,1km,1,"1 x Grilled Chicken Jamaican Tender, 1 x Grilled Chicken Peri Peri Tender, 1 x Grilled Chicken Smoky BBQ Tender, 1 x Animal Fries",,,Flat Rs.175 off,1345,58.5,175,0,0,0,1228.5,,,,,,19.18,0.4,Correctly,,84014f38a9c59ac991c3300f3b566292c1f0b5ba950ac6e9932383bc753f1de0,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6195115602,"05:09 PM, September 20 2024",5:09 PM, September 20 2024,Delivered,Zomato Delivery,3km,3,"1 x Grilled Chicken Jamaican Tender, 1 x Grilled Chicken Jamaican Tender",,,40% off upto Rs.80,745,33.25,80,0,0,0,698.25,,,,,,18.07,2.3,Correctly,,12b07b9c3370baa5dd15fbfbc43c3dbc379fe66f73dbda9526c651d3fe501507,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6194539181,"05:07 PM, September 20 2024",5:07 PM, September 20 2024,Delivered,Zomato Delivery,1km,1,1 x Bone in Kabuli Grilled Chicken,,,40% off upto Rs.80,310,11.5,80,0,0,0,241.5,,,,,,16.9,11,Correctly,,89310375b73d367b4a652c57565263ee08681e2c593c56bac2c7c37f7251ee57,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6195914326,"04:30 PM, September 20 2024",4:30 PM, September 20 2024,Delivered,Zomato Delivery,1km,1,"1 x Angara Grilled Paneer (8 pcs), 1 x Bone in Angara Grilled Chicken",,,50% off upto Rs.100,715,30.75,100,0,0,0,645.75,,,,,,20.77,7.8,Correctly,,4b3496d2bb7a880aa928ba76ffb6d46ddd03850b4df986d3a271366085646c67,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6196631194,"04:23 PM, September 20 2024",4:23 PM, September 20 2024,Delivered,Zomato Delivery,2km,2,1 x Bone in Jamaican Grilled Chicken,,,50% off upto Rs.100,310,10.5,100,0,0,0,220.5,,,,,,19.92,1.8,Correctly,,3407a5240f401e202744a9ec50edaa23a8b9358697f325ca19e0db02f27b5cda,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6183916849,"12:07 PM, September 20 2024",12:07 PM, September 20 2024,Delivered,Zomato Delivery,3km,3,"1 x Bone in Kabuli Grilled Chicken, 1 x Grilled Chicken Angara Tender",,,50% off upto Rs.100,620,26,100,0,0,0,546,,,,,,21.3,3.8,Correctly,,fd56cef53a676eee38e0a47c0e85b2cc00c4c1a36b0b737104486a424267bfa7,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6187255879,"01:11 AM, September 20 2024",1:11 AM, September 20 2024,Delivered,Zomato Delivery,6km,6,"1 x Grilled Chicken Jamaican Tender, 1 x Garlic Aioli, 1 x Jamaican Sauce",,,50% off upto Rs.100,555,22.75,100,0,0,0,477.75,,,,,,12.15,0.4,Correctly,,758c5d4cb200d49f853dfbab2eeace17db9fef951e45feef7f738abca0e363b0,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6193413545,"12:33 AM, September 20 2024",12:33 AM, September 20 2024,Delivered,Zomato Delivery,5km,5,"1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken",,,50% off upto Rs.100,620,26,100,0,0,0,546,,,,,,18.28,0.7,Correctly,,7bbda260022ebd57d27ff9219c544fcc0cfd62e408f24484d171006002c6c2cc,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6195427963,"12:28 AM, September 20 2024",12:28 AM, September 20 2024,Delivered,Zomato Delivery,2km,2,1 x Animal Fries,,Order: Make it extra saucy,Flat Rs.80 off,415,16.75,80,0,0,0,351.75,,,,,,13.42,0.8,Correctly,,d14dcdb34bce96a54d581ae9612e695a6745a892e06af399c57390e77022cc96,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6196797402,"12:26 AM, September 20 2024",12:26 AM, September 20 2024,Delivered,Zomato Delivery,1km,1,1 x Grilled Chicken Jamaican Tender,,,Flat Rs.80 off,435,17.75,80,0,0,0,372.75,,,,,,10.58,1.3,Correctly,,df1fc7300c6daac1484d235084389e22656dac7d085b5bd5c614007cacb0aa5f,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6196593460,"10:49 PM, September 19 2024",10:49 PM, September 19 2024,Delivered,Zomato Delivery,5km,5,1 x Bone in Jamaican Grilled Chicken,,,50% off upto Rs.100,310,10.5,100,0,0,0,220.5,,,,,,15.37,9.6,Correctly,,9fc7e0498e59536194a1cb4835dff7022a4adcde2ccaf491a66cff25cec7527c,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6196158910,"09:04 PM, September 19 2024",9:04 PM, September 19 2024,Delivered,Zomato Delivery,5km,5,"1 x Grilled Chicken Jamaican Tender, 1 x Fried Chicken Peri Peri Tender, 1 x Garlic Aioli",,,40% off upto Rs.80,695,30.75,80,0,0,0,645.75,,,,,,15.78,0.3,Correctly,,309cbe50cae59bd7f29b64042bdd39bc0212e6cf59726971294ce94f04ec7c31,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6189123489,"07:41 PM, September 19 2024",7:41 PM, September 19 2024,Delivered,Zomato Delivery,4km,4,1 x Bone in Jamaican Grilled Chicken,,,Flat Rs.175 off,1045,43.5,175,0,0,0,913.5,1,food was cold,,,,15.82,1,Correctly,,100e404093d60053983ba1f557c2475ce1d3fdf49dab65cf089f4e183c2cd457,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6187987083,"05:47 PM, September 19 2024",5:47 PM, September 19 2024,Delivered,Zomato Delivery,2km,2,"1 x Grilled Chicken Jamaican Tangdi, 1 x Salted Crisper Fries",,,,644,32.2,0,0,0,0,676.2,5,Finally a juicy grilled chicken!! The Jamaican flavour was out of the world!,,,,16.57,2.4,Correctly,,8d468a40a96a9aa6e7a5bd0ee6352575f39b2a60d5cb2baa8d3edbac073f5b96,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6191082433,"04:45 PM, September 19 2024",4:45 PM, September 19 2024,Delivered,Zomato Delivery,1km,1,"1 x Grilled Chicken Jamaican Tender, 1 x Bone in Kabuli Grilled Chicken, 1 x Bone in Smoky Bbq Grilled Chicken",,,Flat Rs.175 off,1590,70.75,175,0,0,0,1485.75,,,,,,26.47,6.7,Correctly,,2d9afe32e2bd8e839092376b86d77795f69d64da3fa2d5a7e96561845afada34,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6192726419,"02:44 AM, September 19 2024",2:44 AM, September 19 2024,Delivered,Zomato Delivery,4km,4,"1 x Animal Fries, 1 x Grilled Chicken Smoky BBQ Tender",,Order: Send forks and tissues thanks,Flat Rs.80 off,665,29.25,80,0,0,0,614.25,,,,,,15.68,0.3,Correctly,,e820fe42037309204742128445b33cc4752323bab7ff5674c5483279de2b53a3,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6190359217,"02:35 AM, September 19 2024",2:35 AM, September 19 2024,Delivered,Zomato Delivery,1km,1,1 x Bone in Kabuli Grilled Chicken,,,,310,15.5,0,0,0,0,325.5,,,,,,11.85,0.3,Correctly,,89310375b73d367b4a652c57565263ee08681e2c593c56bac2c7c37f7251ee57,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6194211283,"01:42 AM, September 19 2024",1:42 AM, September 19 2024,Delivered,Zomato Delivery,1km,1,1 x Bone in Kabuli Grilled Chicken,,,,420,21,0,0,0,0,441,,,,,,12.62,0.5,Correctly,,89310375b73d367b4a652c57565263ee08681e2c593c56bac2c7c37f7251ee57,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6188397100,"01:15 AM, September 19 2024",1:15 AM, September 19 2024,Delivered,Zomato Delivery,1km,1,1 x Bone in Kabuli Grilled Chicken,,,Flat Rs.80 off,420,17,80,0,0,0,357,,,,,,12.57,0.1,Correctly,,89310375b73d367b4a652c57565263ee08681e2c593c56bac2c7c37f7251ee57,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6166984999,"12:11 AM, September 19 2024",12:11 AM, September 19 2024,Delivered,Zomato Delivery,2km,2,1 x Bone in Peri Peri Grilled Chicken,,,Flat Rs.80 off,585,25.25,80,0,0,0,530.25,,,,,,20.03,0.3,Correctly,,9ddcb8ca0e3397060e21c12407d1877a022104e4a4379ea2f5ab12f46614480e,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6187874304,"10:46 PM, September 18 2024",10:46 PM, September 18 2024,Delivered,Zomato Delivery,2km,2,"1 x Angara Rice, 1 x Grilled Chicken Smoky BBQ Tangdi",,,40% off upto Rs.80,553,23.65,80,0,0,0,496.65,,,,,,13.98,6.3,Correctly,,286a846497cc0de69b6381827e0f695af1979ba06b53856ba912fc011674fb07,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6188696141,"09:49 PM, September 18 2024",9:49 PM, September 18 2024,Delivered,Zomato Delivery,2km,2,1 x Bone in Jamaican Grilled Chicken,,,Flat Rs.80 off,420,17,80,0,0,0,357,,,,,,15.68,7.3,Correctly,,f07d3928f8d9055493cc3d36b3c81a28fc3b8c95a3337d0864cc99c82e169721,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6192673319,"09:23 PM, September 18 2024",9:23 PM, September 18 2024,Delivered,Zomato Delivery,2km,2,1 x Grilled Chicken Angara Tender,,,Flat Rs.80 off,480,20,80,0,0,0,420,,,,,,14.1,0.2,Correctly,,9e45131f6f9eef56234ab66e74a45a769d08987a9f1d7e98f32369b8995bda2d,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6181699418,"09:10 PM, September 18 2024",9:10 PM, September 18 2024,Delivered,Zomato Delivery,4km,4,1 x Fried Chicken Peri Peri Tender,,,Flat Rs.80 off,325,12.25,80,0,0,0,257.25,,,,,,13.72,0.2,Correctly,,814c2ca112462ea44c9bcdd5cf2877156b6e0951c50745e810dc0a281daa760a,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6190488616,"08:50 PM, September 18 2024",8:50 PM, September 18 2024,Delivered,Zomato Delivery,1km,1,1 x Bone in Angara Grilled Chicken,,,50% off upto Rs.100,420,16,100,0,0,0,336,5,,,,,16.62,0.4,Correctly,,90ddcd384ecbefff91a9e5cc1595f000edec4554a80fb9e2d7f701afdee8f46b,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6188279843,"08:48 PM, September 18 2024",8:48 PM, September 18 2024,Delivered,Zomato Delivery,2km,2,1 x Bone in Angara Grilled Chicken,,,Flat Rs.80 off,310,11.5,80,0,0,0,241.5,4,,,,,,0.2,Missed,,a590663273ef153e51af05a9be3856dd1c84565c80f1656b37ab2f6318269c72,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6170674392,"03:41 PM, September 18 2024",3:41 PM, September 18 2024,Delivered,Zomato Delivery,1km,1,1 x Bone in Kabuli Grilled Chicken,,,40% off upto Rs.80,420,17,80,0,0,0,357,,,,,,19.82,0.9,Correctly,,89310375b73d367b4a652c57565263ee08681e2c593c56bac2c7c37f7251ee57,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6191302853,"12:25 AM, September 18 2024",12:25 AM, September 18 2024,Delivered,Zomato Delivery,2km,2,1 x Bone in Jamaican Grilled Chicken,,,50% off upto Rs.100,585,24.25,100,0,0,0,509.25,,,,,,15.45,0.4,Correctly,,0c62cae0e51ea4d4e03fe0f9be67b1fbe4391c286b9ed3f0b1f7626ad0058286,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6188843057,"10:45 PM, September 17 2024",10:45 PM, September 17 2024,Delivered,Zomato Delivery,3km,3,"1 x Grilled Chicken Peri Peri Tender, 1 x Grilled Chicken Jamaican Tender",,,50% off upto Rs.100,620,26,100,0,0,0,546,,,,,,15.6,0.3,Correctly,,fa349c6dc98e68acb8803775e935ab1c804c9625f9fd66ef5aad83488765251d,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6190783113,"09:27 PM, September 17 2024",9:27 PM, September 17 2024,Delivered,Zomato Delivery,3km,3,1 x Bone in Jamaican Grilled Chicken,,,50% off upto Rs.100,310,10.5,100,0,0,0,220.5,,,,,,14.17,3.9,Correctly,,8f4ee7588c31d0be06329833dae9680b983da175f012c191fe12028485ed390f,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6188737032,"08:53 PM, September 17 2024",8:53 PM, September 17 2024,Delivered,Zomato Delivery,<1km,0.5,2 x Fried Chicken Classic Tender,,,,650,32.5,0,0,0,0,682.5,,,,,,17.13,2.8,Correctly,,a3e78b327c63b72c498ba7cdaecaaf4566e61b384603e05ec224325df489ab7a,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6189316327,"08:37 PM, September 17 2024",8:37 PM, September 17 2024,Delivered,Zomato Delivery,1km,1,1 x Bone in Smoky Bbq Grilled Chicken,,,Flat Rs.80 off,585,25.25,80,0,0,0,530.25,,,,,,13.82,2.3,Correctly,,e7a2befc23ee459f62bb27a8ef85ee19d80d81e0edd31dc070a35ac91538ed9e,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6173410591,"07:42 PM, September 17 2024",7:42 PM, September 17 2024,Delivered,Zomato Delivery,<1km,0.5,"1 x AAC Signature Fries, 1 x Fried Chicken Peri Peri Tender, 1 x Grilled Chicken Angara Tender",,,Flat Rs.175 off,824,32.45,175,0,0,0,681.45,,,,,,16.73,0.6,Correctly,,3a17eb5b952cb8d00c01e277147e66240cdbbb2c58604071921c01a054b473d1,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6190051040,"07:40 PM, September 17 2024",7:40 PM, September 17 2024,Delivered,Zomato Delivery,1km,1,1 x Bone in Jamaican Grilled Chicken,,,50% off upto Rs.100,310,10.5,100,0,0,0,220.5,,,,,,13.78,0.1,Correctly,,f7e8c6d364e222b5fceb1b4735ff85d1ace26ce052c45483efda878f7abacb62,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6190083242,"07:25 PM, September 17 2024",7:25 PM, September 17 2024,Delivered,Zomato Delivery,1km,1,1 x Bone in Peri Peri Grilled Chicken,,,Flat Rs.80 off,585,25.25,80,0,0,0,530.25,,,,,,14.58,0.2,Correctly,,b337e78cf6885ee94c1f0859d0da48f50e85dd3eef99b0dfdf954c3f8a196140,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6185653293,"07:22 PM, September 17 2024",7:22 PM, September 17 2024,Delivered,Zomato Delivery,1km,1,1 x Grilled Chicken Jamaican Tender,,,50% off upto Rs.100,310,10.5,100,0,0,0,220.5,,,,,,13.05,3.1,Incorrectly,,310fef5333de517a602085cfd4a162d335c3f321c305bd9a6987e24e2f1797a5,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6182147570,"07:18 PM, September 17 2024",7:18 PM, September 17 2024,Delivered,Zomato Delivery,5km,5,1 x Grilled Chicken Angara Tender,,,Flat Rs.80 off,310,11.5,80,0,0,0,241.5,,,,,,14.03,0.4,Correctly,,da3b81ba05a28c94b938802a1131f97b2094a3891d9ceb384e88f41fa0cf6ef3,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6187675593,"06:28 PM, September 17 2024",6:28 PM, September 17 2024,Rejected,Zomato Delivery,4km,4,1 x Bone in Jamaican Grilled Chicken,,,50% off upto Rs.100,310,10.5,100,0,0,0,220.5,,,Cancelled by Zomato,158.23,,16.02,4.8,Correctly,,71995d8d785358f2c445b830e789e021031326bb9c2be42e9d2cd2c93b122b80,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6179848743,"01:56 AM, September 17 2024",1:56 AM, September 17 2024,Delivered,Zomato Delivery,6km,6,1 x Bone in Peri Peri Grilled Chicken,,,40% off upto Rs.80,310,11.5,80,0,0,0,241.5,,,,,,11.02,2.9,Correctly,,c73e740d6f01f1bf335fbada981ff827825d0aff7a5c80f975f695f20f63b9b2,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6184407883,"01:38 AM, September 17 2024",1:38 AM, September 17 2024,Delivered,Zomato Delivery,2km,2,1 x Grilled Chicken Smoky BBQ Tangdi,,,40% off upto Rs.80,405,16.25,80,0,0,0,341.25,,,,,,8.87,6.9,Incorrectly,,286a846497cc0de69b6381827e0f695af1979ba06b53856ba912fc011674fb07,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6187652446,"12:59 AM, September 17 2024",12:59 AM, September 17 2024,Returned,Zomato Delivery,6km,6,1 x Bone in Peri Peri Grilled Chicken,,,Flat Rs.80 off,310,11.5,80,0,0,0,241.5,,,Cancelled by Zomato,173.3,,12.53,0.3,Correctly,,c73e740d6f01f1bf335fbada981ff827825d0aff7a5c80f975f695f20f63b9b2,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6187543826,"12:05 AM, September 17 2024",12:05 AM, September 17 2024,Delivered,Zomato Delivery,2km,2,1 x Bone in Jamaican Grilled Chicken,,,60% off upto Rs.120,585,24.3,99,0,0,0,510.3,,,,,,13.18,2.1,Correctly,,9ddcb8ca0e3397060e21c12407d1877a022104e4a4379ea2f5ab12f46614480e,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6188750813,"11:14 PM, September 16 2024",11:14 PM, September 16 2024,Delivered,Zomato Delivery,1km,1,"1 x Fried Chicken Classic Tender, 1 x Fried Chicken Peri Peri Tender",,,,650,32.5,0,0,0,0,682.5,,,,,,2.57,5,Incorrectly,,5dd5d2585d03cce5205be036cf6ab96090cf4c036560e352c34351fb9d42c688,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6186827345,"08:20 PM, September 16 2024",8:20 PM, September 16 2024,Delivered,Zomato Delivery,1km,1,"1 x Grilled Chicken Smoky BBQ Tender, 1 x Grilled Chicken Jamaican Tender, 1 x AAC Signature Fries",,,Flat Rs.175 off,934,37.95,175,0,0,0,796.95,,,,,,15.03,0.9,Correctly,,a124c3498fef2093feb543a3e3be4c567fed0626b36687bf891e66deccd4c47b,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6179275042,"03:51 PM, September 16 2024",3:51 PM, September 16 2024,Delivered,Zomato Delivery,1km,1,"1 x Bone in Kabuli Grilled Chicken, 1 x Angara Rice",,,40% off upto Rs.80,458,18.9,80,0,0,0,396.9,,,,,,21.13,11,Correctly,,89310375b73d367b4a652c57565263ee08681e2c593c56bac2c7c37f7251ee57,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6186910347,"02:34 PM, September 16 2024",2:34 PM, September 16 2024,Delivered,Zomato Delivery,5km,5,1 x Bone in Jamaican Grilled Chicken Quarter + Angara Rice,,,50% off upto Rs.100,415,15.75,100,0,0,0,330.75,,,,,,20.78,11.3,Correctly,,b236f50b0bdd7de8482599d2775ac747d81c4bc5f6b3c47161dd80ac0e8d8f03,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6185981668,"02:30 PM, September 16 2024",2:30 PM, September 16 2024,Delivered,Zomato Delivery,5km,5,"1 x Garlic Aioli, 1 x Jamaican Sauce, 1 x Grilled Chicken Jamaican Tender, 1 x Harisa Mayo, 1 x Animal Fries, 1 x Fried Chicken Ghostbuster Tender, 1 x Fried Chicken Peri Peri Tender",,,Flat Rs.175 off,1555,69,175,0,0,0,1449,,,,,,27.95,5.1,Correctly,,8a2e2113b063295b1e5a0edff2016ee21d5b987cc65dc600621a35bae94dcf4d,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6168306632,"02:29 PM, September 16 2024",2:29 PM, September 16 2024,Delivered,Zomato Delivery,3km,3,1 x Grilled Chicken Smoky BBQ Tender,,,40% off upto Rs.80,435,17.75,80,0,0,0,372.75,,,,,,20.18,9.7,Correctly,,81394a121210f0ccb75ce54757380aeef0d386a112e24cdf6447744a5dad4d0b,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6184433698,"02:16 PM, September 16 2024",2:16 PM, September 16 2024,Delivered,Zomato Delivery,6km,6,1 x Bone in Smoky Bbq Grilled Chicken,,,50% off upto Rs.100,310,10.5,100,0,0,0,220.5,,,,,,16.92,4.5,Correctly,,be39d12fa57cc790eecbaa8e449260601b58f438ab5ac1c058c6e399ede1984f,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6177988762,"01:48 PM, September 16 2024",1:48 PM, September 16 2024,Delivered,Zomato Delivery,1km,1,1 x Bone in Jamaican Grilled Chicken,,,40% off upto Rs.80,310,11.5,80,0,0,0,241.5,,,,,,18.68,0.6,Correctly,,a6904d70b32e9968230eaabee9d2778abb494152f3be4c0a10f10295e8cf7351,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6181824047,"03:07 AM, September 16 2024",3:07 AM, September 16 2024,Delivered,Zomato Delivery,4km,4,1 x Animal Fries,,,Flat Rs.80 off,415,16.75,80,0,0,0,351.75,,,,,,12.78,0.9,Correctly,,e820fe42037309204742128445b33cc4752323bab7ff5674c5483279de2b53a3,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6185558535,"12:44 AM, September 16 2024",12:44 AM, September 16 2024,Delivered,Zomato Delivery,2km,2,1 x Animal Fries,,,Flat Rs.80 off,415,16.75,80,0,0,0,351.75,,,,,,11.37,0.8,Correctly,,d14dcdb34bce96a54d581ae9612e695a6745a892e06af399c57390e77022cc96,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6168992241,"12:00 AM, September 16 2024",12:00 AM, September 16 2024,Delivered,Zomato Delivery,5km,5,"1 x Bone in Jamaican Grilled Chicken, 1 x AAC Signature Crisper Fries",,,40% off upto Rs.80,679,29.95,80,0,0,0,628.95,,,,,,14.88,0.6,Correctly,,64651a59506364d872d17bd68c5e3649581421bda9131c5d0dbc7e5c3b2fce58,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6177713631,"11:08 PM, September 15 2024",11:08 PM, September 15 2024,Delivered,Zomato Delivery,2km,2,"1 x Bone in Smoky Bbq Grilled Chicken, 1 x AAC Special Slaw",,,40% off upto Rs.80,458,18.9,80,0,0,0,396.9,5,,,,,12.7,0.6,Correctly,,9fc67c0c1d3fc134a78ea488acd946550b11061819655ec459bafe90fcb65263,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6185087757,"10:42 PM, September 15 2024",10:42 PM, September 15 2024,Delivered,Zomato Delivery,2km,2,1 x Animal Fries,,,50% off upto Rs.100,355,12.75,100,0,0,0,267.75,,,,,,8.83,0.5,Correctly,,f17445af7edc49d75fc43d67aac68faef6802274cbd60eac3ba9f19115b627b7,,
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6183401078,"10:03 PM, September 15 2024",10:03 PM, September 15 2024,Delivered,Zomato Delivery,1km,1,"1 x Bone in Peri Peri Grilled Chicken, 1 x Grilled Chicken Jamaican Tender",,,,620,31,0,0,0,0,651,,,,,,22.28,8.5,Correctly,,14bc26c83e35f3c99e9adfa878b3e7b56ef8a876aecd3b91247228c1cfeb3c77,,
